id,name,region,metropolitan_area,province,province_initials,catastal_code,,,cap,,
3687,Cercivento,Friuli-Venezia Giulia,,Udine,UD,C494,0,0,33020,0,0
3688,Cervignano del Friuli,Friuli-Venezia Giulia,,Udine,UD,C556,0,0,33052,0,0
3689,Chiopris-Viscone,Friuli-Venezia Giulia,,Udine,UD,C641,0,0,33048,0,0
3690,Chiusaforte,Friuli-Venezia Giulia,,Udine,UD,C656,0,0,33010,0,0
3691,Cividale del Friuli,Friuli-Venezia Giulia,,Udine,UD,C758,0,0,33043,0,0
3692,Codroipo,Friuli-Venezia Giulia,,Udine,UD,C817,0,0,33033,0,0
3693,Colloredo di Monte Albano,Friuli-Venezia Giulia,,Udine,UD,C885,0,0,33010,0,0
3694,Comeglians,Friuli-Venezia Giulia,,Udine,UD,C918,0,0,33023,0,0
3695,Corno di Rosazzo,Friuli-Venezia Giulia,,Udine,UD,D027,0,0,33040,0,0
3696,Coseano,Friuli-Venezia Giulia,,Udine,UD,D085,0,0,33030,0,0
3697,Dignano,Friuli-Venezia Giulia,,Udine,UD,D300,0,0,33030,0,0
3698,Dogna,Friuli-Venezia Giulia,,Udine,UD,D316,0,0,33010,0,0
3699,Drenchia,Friuli-Venezia Giulia,,Udine,UD,D366,0,0,33040,0,0
3700,Enemonzo,Friuli-Venezia Giulia,,Udine,UD,D408,0,0,33020,0,0
3701,Faedis,Friuli-Venezia Giulia,,Udine,UD,D455,0,0,33040,0,0
3702,Fagagna,Friuli-Venezia Giulia,,Udine,UD,D461,0,0,33034,0,0
3703,Fiumicello,Friuli-Venezia Giulia,,Udine,UD,D627,0,0,33050,0,0
3704,Flaibano,Friuli-Venezia Giulia,,Udine,UD,D630,0,0,33030,0,0
3705,Forni Avoltri,Friuli-Venezia Giulia,,Udine,UD,D718,0,0,33020,0,0
3706,Forni di Sopra,Friuli-Venezia Giulia,,Udine,UD,D719,0,0,33024,0,0
3707,Forni di Sotto,Friuli-Venezia Giulia,,Udine,UD,D720,0,0,33020,0,0
3708,Gemona del Friuli,Friuli-Venezia Giulia,,Udine,UD,D962,0,0,33013,0,0
3709,Gonars,Friuli-Venezia Giulia,,Udine,UD,E083,0,0,33050,0,0
3710,Grimacco,Friuli-Venezia Giulia,,Udine,UD,E179,0,0,33040,0,0
3711,Latisana,Friuli-Venezia Giulia,,Udine,UD,E473,0,0,33053,0,0
3712,Lauco,Friuli-Venezia Giulia,,Udine,UD,E476,0,0,33029,0,0
3713,Lestizza,Friuli-Venezia Giulia,,Udine,UD,E553,0,0,33050,0,0
3714,Lignano Sabbiadoro,Friuli-Venezia Giulia,,Udine,UD,E584,0,0,33054,0,0
3715,Ligosullo,Friuli-Venezia Giulia,,Udine,UD,E586,0,0,33020,0,0
3716,Lusevera,Friuli-Venezia Giulia,,Udine,UD,E760,0,0,33010,0,0
3717,Magnano in Riviera,Friuli-Venezia Giulia,,Udine,UD,E820,0,0,33010,0,0
3718,Majano,Friuli-Venezia Giulia,,Udine,UD,E833,0,0,33030,0,0
3719,Malborghetto Valbruna,Friuli-Venezia Giulia,,Udine,UD,E847,0,0,33010,0,0
3720,Manzano,Friuli-Venezia Giulia,,Udine,UD,E899,0,0,33044,0,0
3721,Marano Lagunare,Friuli-Venezia Giulia,,Udine,UD,E910,0,0,33050,0,0
3722,Martignacco,Friuli-Venezia Giulia,,Udine,UD,E982,0,0,33035,0,0
3723,Mereto di Tomba,Friuli-Venezia Giulia,,Udine,UD,F144,0,0,33036,0,0
3724,Moggio Udinese,Friuli-Venezia Giulia,,Udine,UD,F266,0,0,33015,0,0
3725,Moimacco,Friuli-Venezia Giulia,,Udine,UD,F275,0,0,33040,0,0
3726,Montenars,Friuli-Venezia Giulia,,Udine,UD,F574,0,0,33010,0,0
3727,Mortegliano,Friuli-Venezia Giulia,,Udine,UD,F756,0,0,33050,0,0
3728,Moruzzo,Friuli-Venezia Giulia,,Udine,UD,F760,0,0,33030,0,0
3729,Muzzana del Turgnano,Friuli-Venezia Giulia,,Udine,UD,F832,0,0,33055,0,0
3730,Nimis,Friuli-Venezia Giulia,,Udine,UD,F898,0,0,33045,0,0
3731,Osoppo,Friuli-Venezia Giulia,,Udine,UD,G163,0,0,33010,0,0
3732,Ovaro,Friuli-Venezia Giulia,,Udine,UD,G198,0,0,33025,0,0
3733,Pagnacco,Friuli-Venezia Giulia,,Udine,UD,G238,0,0,33010,0,0
3734,Palazzolo dello Stella,Friuli-Venezia Giulia,,Udine,UD,G268,0,0,33056,0,0
3735,Palmanova,Friuli-Venezia Giulia,,Udine,UD,G284,0,0,33057,0,0
3736,Paluzza,Friuli-Venezia Giulia,,Udine,UD,G300,0,0,33026,0,0
3737,Pasian di Prato,Friuli-Venezia Giulia,,Udine,UD,G352,0,0,33037,0,0
3738,Paularo,Friuli-Venezia Giulia,,Udine,UD,G381,0,0,33027,0,0
3739,Pavia di Udine,Friuli-Venezia Giulia,,Udine,UD,G389,0,0,33050,0,0
3740,Pocenia,Friuli-Venezia Giulia,,Udine,UD,G743,0,0,33050,0,0
3741,Pontebba,Friuli-Venezia Giulia,,Udine,UD,G831,0,0,33016,0,0
3742,Porpetto,Friuli-Venezia Giulia,,Udine,UD,G891,0,0,33050,0,0
3743,Povoletto,Friuli-Venezia Giulia,,Udine,UD,G949,0,0,33040,0,0
3744,Pozzuolo del Friuli,Friuli-Venezia Giulia,,Udine,UD,G966,0,0,33050,0,0
3745,Pradamano,Friuli-Venezia Giulia,,Udine,UD,G969,0,0,33040,0,0
3746,Prato Carnico,Friuli-Venezia Giulia,,Udine,UD,H002,0,0,33020,0,0
3747,Precenicco,Friuli-Venezia Giulia,,Udine,UD,H014,0,0,33050,0,0
3748,Premariacco,Friuli-Venezia Giulia,,Udine,UD,H029,0,0,33040,0,0
3749,Preone,Friuli-Venezia Giulia,,Udine,UD,H038,0,0,33020,0,0
3750,Prepotto,Friuli-Venezia Giulia,,Udine,UD,H040,0,0,33040,0,0
3751,Pulfero,Friuli-Venezia Giulia,,Udine,UD,H089,0,0,33046,0,0
3752,Ragogna,Friuli-Venezia Giulia,,Udine,UD,H161,0,0,33030,0,0
3753,Ravascletto,Friuli-Venezia Giulia,,Udine,UD,H196,0,0,33020,0,0
3754,Raveo,Friuli-Venezia Giulia,,Udine,UD,H200,0,0,33029,0,0
3755,Reana del Rojale,Friuli-Venezia Giulia,,Udine,UD,H206,0,0,33010,0,0
3756,Remanzacco,Friuli-Venezia Giulia,,Udine,UD,H229,0,0,33047,0,0
3757,Resia,Friuli-Venezia Giulia,,Udine,UD,H242,0,0,33010,0,0
3758,Resiutta,Friuli-Venezia Giulia,,Udine,UD,H244,0,0,33010,0,0
3759,Rigolato,Friuli-Venezia Giulia,,Udine,UD,H289,0,0,33020,0,0
3760,Rive d'Arcano,Friuli-Venezia Giulia,,Udine,UD,H347,0,0,33030,0,0
3761,Ronchis,Friuli-Venezia Giulia,,Udine,UD,H533,0,0,33050,0,0
3762,Ruda,Friuli-Venezia Giulia,,Udine,UD,H629,0,0,33050,0,0
3763,San Daniele del Friuli,Friuli-Venezia Giulia,,Udine,UD,H816,0,0,33038,0,0
3764,San Giorgio di Nogaro,Friuli-Venezia Giulia,,Udine,UD,H895,0,0,33058,0,0
3765,San Giovanni al Natisone,Friuli-Venezia Giulia,,Udine,UD,H906,0,0,33048,0,0
3766,San Leonardo,Friuli-Venezia Giulia,,Udine,UD,H951,0,0,33040,0,0
3767,San Pietro al Natisone,Friuli-Venezia Giulia,,Udine,UD,I092,0,0,33049,0,0
3768,Santa Maria la Longa,Friuli-Venezia Giulia,,Udine,UD,I248,0,0,33050,0,0
3769,San Vito al Torre,Friuli-Venezia Giulia,,Udine,UD,I404,0,0,33050,0,0
3770,San Vito di Fagagna,Friuli-Venezia Giulia,,Udine,UD,I405,0,0,33030,0,0
3771,Sauris,Friuli-Venezia Giulia,,Udine,UD,I464,0,0,33020,0,0
3772,Savogna,Friuli-Venezia Giulia,,Udine,UD,I478,0,0,33040,0,0
3773,Sedegliano,Friuli-Venezia Giulia,,Udine,UD,I562,0,0,33039,0,0
3774,Socchieve,Friuli-Venezia Giulia,,Udine,UD,I777,0,0,33020,0,0
3775,Stregna,Friuli-Venezia Giulia,,Udine,UD,I974,0,0,33040,0,0
3776,Sutrio,Friuli-Venezia Giulia,,Udine,UD,L018,0,0,33020,0,0
3777,Taipana,Friuli-Venezia Giulia,,Udine,UD,G736,0,0,33040,0,0
3778,Talmassons,Friuli-Venezia Giulia,,Udine,UD,L039,0,0,33030,0,0
3779,Tarcento,Friuli-Venezia Giulia,,Udine,UD,L050,0,0,33017,0,0
3780,Tarvisio,Friuli-Venezia Giulia,,Udine,UD,L057,0,0,33018,0,0
3781,Tavagnacco,Friuli-Venezia Giulia,,Udine,UD,L065,0,0,33010,0,0
3782,Terzo d'Aquileia,Friuli-Venezia Giulia,,Udine,UD,L144,0,0,33050,0,0
3783,Tolmezzo,Friuli-Venezia Giulia,,Udine,UD,L195,0,0,33028,0,0
3784,Torreano,Friuli-Venezia Giulia,,Udine,UD,L246,0,0,33040,0,0
3785,Torviscosa,Friuli-Venezia Giulia,,Udine,UD,L309,0,0,33050,0,0
3786,Trasaghis,Friuli-Venezia Giulia,,Udine,UD,L335,0,0,33010,0,0
3787,Treppo Carnico,Friuli-Venezia Giulia,,Udine,UD,L381,0,0,33020,0,0
3788,Treppo Grande,Friuli-Venezia Giulia,,Udine,UD,L382,0,0,33010,0,0
3789,Tricesimo,Friuli-Venezia Giulia,,Udine,UD,L421,0,0,33019,0,0
3790,Trivignano Udinese,Friuli-Venezia Giulia,,Udine,UD,L438,0,0,33050,0,0
3791,Udine,Friuli-Venezia Giulia,,Udine,UD,L483,1,0,33100,0,0
3792,Varmo,Friuli-Venezia Giulia,,Udine,UD,L686,0,0,33030,0,0
3793,Venzone,Friuli-Venezia Giulia,,Udine,UD,L743,0,0,33010,0,0
3794,Verzegnis,Friuli-Venezia Giulia,,Udine,UD,L801,0,0,33020,0,0
3795,Villa Santina,Friuli-Venezia Giulia,,Udine,UD,L909,0,0,33029,0,0
3796,Villa Vicentina,Friuli-Venezia Giulia,,Udine,UD,M034,0,0,33059,0,0
3797,Visco,Friuli-Venezia Giulia,,Udine,UD,M073,0,0,33040,0,0
3798,Zuglio,Friuli-Venezia Giulia,,Udine,UD,M200,0,0,33020,0,0
3799,Forgaria nel Friuli,Friuli-Venezia Giulia,,Udine,UD,D700,0,0,33030,0,0
3800,Campolongo Tapogliano,Friuli-Venezia Giulia,,Udine,UD,M311,0,0,33040,0,0
3801,Rivignano Teor,Friuli-Venezia Giulia,,Udine,UD,M317,0,0,33040,0,0
3802,Capriva del Friuli,Friuli-Venezia Giulia,,Gorizia,GO,B712,0,0,34070,0,0
3803,Cormons,Friuli-Venezia Giulia,,Gorizia,GO,D014,0,0,34071,0,0
3804,Doberdò del Lago,Friuli-Venezia Giulia,,Gorizia,GO,D312,0,0,34070,0,0
3805,Dolegna del Collio,Friuli-Venezia Giulia,,Gorizia,GO,D321,0,0,34070,0,0
3806,Farra d'Isonzo,Friuli-Venezia Giulia,,Gorizia,GO,D504,0,0,34072,0,0
3807,Fogliano Redipuglia,Friuli-Venezia Giulia,,Gorizia,GO,D645,0,0,34070,0,0
3808,Gorizia,Friuli-Venezia Giulia,,Gorizia,GO,E098,1,0,34170,0,0
3809,Gradisca d'Isonzo,Friuli-Venezia Giulia,,Gorizia,GO,E124,0,0,34072,0,0
3810,Grado,Friuli-Venezia Giulia,,Gorizia,GO,E125,0,0,34073,0,0
3811,Mariano del Friuli,Friuli-Venezia Giulia,,Gorizia,GO,E952,0,0,34070,0,0
3812,Medea,Friuli-Venezia Giulia,,Gorizia,GO,F081,0,0,34076,0,0
3813,Monfalcone,Friuli-Venezia Giulia,,Gorizia,GO,F356,0,0,34074,0,0
3814,Moraro,Friuli-Venezia Giulia,,Gorizia,GO,F710,0,0,34070,0,0
3815,Mossa,Friuli-Venezia Giulia,,Gorizia,GO,F767,0,0,34070,0,0
3816,Romans d'Isonzo,Friuli-Venezia Giulia,,Gorizia,GO,H514,0,0,34076,0,0
3817,Ronchi dei Legionari,Friuli-Venezia Giulia,,Gorizia,GO,H531,0,0,34077,0,0
3818,Sagrado,Friuli-Venezia Giulia,,Gorizia,GO,H665,0,0,34078,0,0
3819,San Canzian d'Isonzo,Friuli-Venezia Giulia,,Gorizia,GO,H787,0,0,34075,0,0
3820,San Floriano del Collio,Friuli-Venezia Giulia,,Gorizia,GO,H845,0,0,34070,0,0
3821,San Lorenzo Isontino,Friuli-Venezia Giulia,,Gorizia,GO,H964,0,0,34070,0,0
3822,San Pier d'Isonzo,Friuli-Venezia Giulia,,Gorizia,GO,I082,0,0,34070,0,0
3823,Savogna d'Isonzo,Friuli-Venezia Giulia,,Gorizia,GO,I479,0,0,34070,0,0
3824,Staranzano,Friuli-Venezia Giulia,,Gorizia,GO,I939,0,0,34079,0,0
3825,Turriaco,Friuli-Venezia Giulia,,Gorizia,GO,L474,0,0,34070,0,0
3826,Villesse,Friuli-Venezia Giulia,,Gorizia,GO,M043,0,0,34070,0,0
3827,Duino-Aurisina,Friuli-Venezia Giulia,,Trieste,TS,D383,0,0,34011,0,0
3828,Monrupino,Friuli-Venezia Giulia,,Trieste,TS,F378,0,0,34016,0,0
3829,Muggia,Friuli-Venezia Giulia,,Trieste,TS,F795,0,0,34015,0,0
3830,San Dorligo della Valle-Dolina,Friuli-Venezia Giulia,,Trieste,TS,D324,0,0,34018,0,0
3831,Sgonico,Friuli-Venezia Giulia,,Trieste,TS,I715,0,0,34010,0,0
3832,Trieste,Friuli-Venezia Giulia,,Trieste,TS,L424,1,1,34100,34151,34121
3833,Andreis,Friuli-Venezia Giulia,,Pordenone,PN,A283,0,0,33080,0,0
3834,Arba,Friuli-Venezia Giulia,,Pordenone,PN,A354,0,0,33090,0,0
3835,Aviano,Friuli-Venezia Giulia,,Pordenone,PN,A516,0,0,33081,0,0
3836,Azzano Decimo,Friuli-Venezia Giulia,,Pordenone,PN,A530,0,0,33082,0,0
3837,Barcis,Friuli-Venezia Giulia,,Pordenone,PN,A640,0,0,33080,0,0
3838,Brugnera,Friuli-Venezia Giulia,,Pordenone,PN,B215,0,0,33070,0,0
3839,Budoia,Friuli-Venezia Giulia,,Pordenone,PN,B247,0,0,33070,0,0
3840,Caneva,Friuli-Venezia Giulia,,Pordenone,PN,B598,0,0,33070,0,0
3841,Casarsa della Delizia,Friuli-Venezia Giulia,,Pordenone,PN,B940,0,0,33072,0,0
3842,Castelnovo del Friuli,Friuli-Venezia Giulia,,Pordenone,PN,C217,0,0,33090,0,0
3843,Cavasso Nuovo,Friuli-Venezia Giulia,,Pordenone,PN,C385,0,0,33092,0,0
3844,Chions,Friuli-Venezia Giulia,,Pordenone,PN,C640,0,0,33083,0,0
3845,Cimolais,Friuli-Venezia Giulia,,Pordenone,PN,C699,0,0,33080,0,0
3846,Claut,Friuli-Venezia Giulia,,Pordenone,PN,C790,0,0,33080,0,0
3847,Clauzetto,Friuli-Venezia Giulia,,Pordenone,PN,C791,0,0,33090,0,0
3848,Cordenons,Friuli-Venezia Giulia,,Pordenone,PN,C991,0,0,33084,0,0
3849,Cordovado,Friuli-Venezia Giulia,,Pordenone,PN,C993,0,0,33075,0,0
3850,Erto e Casso,Friuli-Venezia Giulia,,Pordenone,PN,D426,0,0,33080,0,0
3851,Fanna,Friuli-Venezia Giulia,,Pordenone,PN,D487,0,0,33092,0,0
3852,Fiume Veneto,Friuli-Venezia Giulia,,Pordenone,PN,D621,0,0,33080,0,0
3853,Fontanafredda,Friuli-Venezia Giulia,,Pordenone,PN,D670,0,0,33074,0,0
3854,Frisanco,Friuli-Venezia Giulia,,Pordenone,PN,D804,0,0,33080,0,0
3855,Maniago,Friuli-Venezia Giulia,,Pordenone,PN,E889,0,0,33085,0,0
3856,Meduno,Friuli-Venezia Giulia,,Pordenone,PN,F089,0,0,33092,0,0
3857,Montereale Valcellina,Friuli-Venezia Giulia,,Pordenone,PN,F596,0,0,33086,0,0
3858,Morsano al Tagliamento,Friuli-Venezia Giulia,,Pordenone,PN,F750,0,0,33075,0,0
3859,Pasiano di Pordenone,Friuli-Venezia Giulia,,Pordenone,PN,G353,0,0,33087,0,0
3860,Pinzano al Tagliamento,Friuli-Venezia Giulia,,Pordenone,PN,G680,0,0,33094,0,0
3861,Polcenigo,Friuli-Venezia Giulia,,Pordenone,PN,G780,0,0,33070,0,0
3862,Porcia,Friuli-Venezia Giulia,,Pordenone,PN,G886,0,0,33080,0,0
3863,Pordenone,Friuli-Venezia Giulia,,Pordenone,PN,G888,1,0,33170,0,0
3864,Prata di Pordenone,Friuli-Venezia Giulia,,Pordenone,PN,G994,0,0,33080,0,0
3865,Pravisdomini,Friuli-Venezia Giulia,,Pordenone,PN,H010,0,0,33076,0,0
3866,Roveredo in Piano,Friuli-Venezia Giulia,,Pordenone,PN,H609,0,0,33080,0,0
3867,Sacile,Friuli-Venezia Giulia,,Pordenone,PN,H657,0,0,33077,0,0
3868,San Giorgio della Richinvelda,Friuli-Venezia Giulia,,Pordenone,PN,H891,0,0,33095,0,0
3869,San Martino al Tagliamento,Friuli-Venezia Giulia,,Pordenone,PN,H999,0,0,33098,0,0
3870,San Quirino,Friuli-Venezia Giulia,,Pordenone,PN,I136,0,0,33080,0,0
3871,San Vito al Tagliamento,Friuli-Venezia Giulia,,Pordenone,PN,I403,0,0,33078,0,0
3872,Sequals,Friuli-Venezia Giulia,,Pordenone,PN,I621,0,0,33090,0,0
3873,Sesto al Reghena,Friuli-Venezia Giulia,,Pordenone,PN,I686,0,0,33079,0,0
3874,Spilimbergo,Friuli-Venezia Giulia,,Pordenone,PN,I904,0,0,33097,0,0
3875,Tramonti di Sopra,Friuli-Venezia Giulia,,Pordenone,PN,L324,0,0,33090,0,0
3876,Tramonti di Sotto,Friuli-Venezia Giulia,,Pordenone,PN,L325,0,0,33090,0,0
3877,Travesio,Friuli-Venezia Giulia,,Pordenone,PN,L347,0,0,33090,0,0
3878,Vito d'Asio,Friuli-Venezia Giulia,,Pordenone,PN,M085,0,0,33090,0,0
3879,Vivaro,Friuli-Venezia Giulia,,Pordenone,PN,M096,0,0,33099,0,0
3880,Zoppola,Friuli-Venezia Giulia,,Pordenone,PN,M190,0,0,33080,0,0
3881,Vajont,Friuli-Venezia Giulia,,Pordenone,PN,M265,0,0,33080,0,0
3882,Valvasone Arzene,Friuli-Venezia Giulia,,Pordenone,PN,M346,0,0,33098,0,0
3883,Airole,Liguria,,Imperia,IM,A111,0,0,18030,0,0
3884,Apricale,Liguria,,Imperia,IM,A338,0,0,18035,0,0
3885,Aquila d'Arroscia,Liguria,,Imperia,IM,A344,0,0,18020,0,0
3886,Armo,Liguria,,Imperia,IM,A418,0,0,18026,0,0
3887,Aurigo,Liguria,,Imperia,IM,A499,0,0,18020,0,0
3888,Badalucco,Liguria,,Imperia,IM,A536,0,0,18010,0,0
3889,Bajardo,Liguria,,Imperia,IM,A581,0,0,18031,0,0
3890,Bordighera,Liguria,,Imperia,IM,A984,0,0,18012,0,0
3891,Borghetto d'Arroscia,Liguria,,Imperia,IM,A993,0,0,18020,0,0
3892,Borgomaro,Liguria,,Imperia,IM,B020,0,0,18021,0,0
3893,Camporosso,Liguria,,Imperia,IM,B559,0,0,18033,0,0
3894,Caravonica,Liguria,,Imperia,IM,B734,0,0,18020,0,0
3895,Carpasio,Liguria,,Imperia,IM,B814,0,0,18010,0,0
3896,Castellaro,Liguria,,Imperia,IM,C143,0,0,18011,0,0
3897,Castel Vittorio,Liguria,,Imperia,IM,C110,0,0,18030,0,0
3898,Ceriana,Liguria,,Imperia,IM,C511,0,0,18034,0,0
3899,Cervo,Liguria,,Imperia,IM,C559,0,0,18010,0,0
3900,Cesio,Liguria,,Imperia,IM,C578,0,0,18022,0,0
3901,Chiusanico,Liguria,,Imperia,IM,C657,0,0,18027,0,0
3902,Chiusavecchia,Liguria,,Imperia,IM,C660,0,0,18027,0,0
3903,Cipressa,Liguria,,Imperia,IM,C718,0,0,18017,0,0
3904,Civezza,Liguria,,Imperia,IM,C755,0,0,18017,0,0
3905,Cosio d'Arroscia,Liguria,,Imperia,IM,D087,0,0,18023,0,0
3906,Costarainera,Liguria,,Imperia,IM,D114,0,0,18017,0,0
3907,Diano Arentino,Liguria,,Imperia,IM,D293,0,0,18013,0,0
3908,Diano Castello,Liguria,,Imperia,IM,D296,0,0,18013,0,0
3909,Diano Marina,Liguria,,Imperia,IM,D297,0,0,18013,0,0
3910,Diano San Pietro,Liguria,,Imperia,IM,D298,0,0,18013,0,0
3911,Dolceacqua,Liguria,,Imperia,IM,D318,0,0,18035,0,0
3912,Dolcedo,Liguria,,Imperia,IM,D319,0,0,18020,0,0
3913,Imperia,Liguria,,Imperia,IM,E290,1,0,18100,0,0
3914,Isolabona,Liguria,,Imperia,IM,E346,0,0,18035,0,0
3915,Lucinasco,Liguria,,Imperia,IM,E719,0,0,18020,0,0
3916,Mendatica,Liguria,,Imperia,IM,F123,0,0,18025,0,0
3917,Molini di Triora,Liguria,,Imperia,IM,F290,0,0,18010,0,0
3918,Montalto Ligure,Liguria,,Imperia,IM,F406,0,0,18010,0,0
3919,Montegrosso Pian Latte,Liguria,,Imperia,IM,F528,0,0,18025,0,0
3920,Olivetta San Michele,Liguria,,Imperia,IM,G041,0,0,18030,0,0
3921,Ospedaletti,Liguria,,Imperia,IM,G164,0,0,18014,0,0
3922,Perinaldo,Liguria,,Imperia,IM,G454,0,0,18032,0,0
3923,Pietrabruna,Liguria,,Imperia,IM,G607,0,0,18010,0,0
3924,Pieve di Teco,Liguria,,Imperia,IM,G632,0,0,18026,0,0
3925,Pigna,Liguria,,Imperia,IM,G660,0,0,18037,0,0
3926,Pompeiana,Liguria,,Imperia,IM,G814,0,0,18015,0,0
3927,Pontedassio,Liguria,,Imperia,IM,G840,0,0,18027,0,0
3928,Pornassio,Liguria,,Imperia,IM,G890,0,0,18024,0,0
3929,Prelà,Liguria,,Imperia,IM,H027,0,0,18020,0,0
3930,Ranzo,Liguria,,Imperia,IM,H180,0,0,18020,0,0
3931,Rezzo,Liguria,,Imperia,IM,H257,0,0,18026,0,0
3932,Riva Ligure,Liguria,,Imperia,IM,H328,0,0,18015,0,0
3933,Rocchetta Nervina,Liguria,,Imperia,IM,H460,0,0,18030,0,0
3934,San Bartolomeo al Mare,Liguria,,Imperia,IM,H763,0,0,18016,0,0
3935,San Biagio della Cima,Liguria,,Imperia,IM,H780,0,0,18036,0,0
3936,San Lorenzo al Mare,Liguria,,Imperia,IM,H957,0,0,18017,0,0
3937,Sanremo,Liguria,,Imperia,IM,I138,0,0,18038,0,0
3938,Santo Stefano al Mare,Liguria,,Imperia,IM,I365,0,0,18010,0,0
3939,Seborga,Liguria,,Imperia,IM,I556,0,0,18012,0,0
3940,Soldano,Liguria,,Imperia,IM,I796,0,0,18036,0,0
3941,Taggia,Liguria,,Imperia,IM,L024,0,0,18018,0,0
3942,Terzorio,Liguria,,Imperia,IM,L146,0,0,18010,0,0
3943,Triora,Liguria,,Imperia,IM,L430,0,0,18010,0,0
3944,Vallebona,Liguria,,Imperia,IM,L596,0,0,18012,0,0
3945,Vallecrosia,Liguria,,Imperia,IM,L599,0,0,18019,0,0
3946,Vasia,Liguria,,Imperia,IM,L693,0,0,18020,0,0
3947,Ventimiglia,Liguria,,Imperia,IM,L741,0,0,18039,0,0
3948,Vessalico,Liguria,,Imperia,IM,L809,0,0,18026,0,0
3949,Villa Faraldi,Liguria,,Imperia,IM,L943,0,0,18010,0,0
3950,Alassio,Liguria,,Savona,SV,A122,0,0,17021,0,0
3951,Albenga,Liguria,,Savona,SV,A145,0,0,17031,0,0
3952,Albissola Marina,Liguria,,Savona,SV,A165,0,0,17012,0,0
3953,Albisola Superiore,Liguria,,Savona,SV,A166,0,0,17011,0,0
3954,Altare,Liguria,,Savona,SV,A226,0,0,17041,0,0
3955,Andora,Liguria,,Savona,SV,A278,0,0,17051,0,0
3956,Arnasco,Liguria,,Savona,SV,A422,0,0,17032,0,0
3957,Balestrino,Liguria,,Savona,SV,A593,0,0,17020,0,0
3958,Bardineto,Liguria,,Savona,SV,A647,0,0,17057,0,0
3959,Bergeggi,Liguria,,Savona,SV,A796,0,0,17028,0,0
3960,Boissano,Liguria,,Savona,SV,A931,0,0,17054,0,0
3961,Borghetto Santo Spirito,Liguria,,Savona,SV,A999,0,0,17052,0,0
3962,Borgio Verezzi,Liguria,,Savona,SV,B005,0,0,17022,0,0
3963,Bormida,Liguria,,Savona,SV,B048,0,0,17045,0,0
3964,Cairo Montenotte,Liguria,,Savona,SV,B369,0,0,17014,0,0
3965,Calice Ligure,Liguria,,Savona,SV,B409,0,0,17020,0,0
3966,Calizzano,Liguria,,Savona,SV,B416,0,0,17057,0,0
3967,Carcare,Liguria,,Savona,SV,B748,0,0,17043,0,0
3968,Casanova Lerrone,Liguria,,Savona,SV,B927,0,0,17033,0,0
3969,Castelbianco,Liguria,,Savona,SV,C063,0,0,17030,0,0
3970,Castelvecchio di Rocca Barbena,Liguria,,Savona,SV,C276,0,0,17034,0,0
3971,Celle Ligure,Liguria,,Savona,SV,C443,0,0,17015,0,0
3972,Cengio,Liguria,,Savona,SV,C463,0,0,17056,0,0
3973,Ceriale,Liguria,,Savona,SV,C510,0,0,17023,0,0
3974,Cisano sul Neva,Liguria,,Savona,SV,C729,0,0,17035,0,0
3975,Cosseria,Liguria,,Savona,SV,D095,0,0,17017,0,0
3976,Dego,Liguria,,Savona,SV,D264,0,0,17058,0,0
3977,Erli,Liguria,,Savona,SV,D424,0,0,17030,0,0
3978,Finale Ligure,Liguria,,Savona,SV,D600,0,0,17024,0,0
3979,Garlenda,Liguria,,Savona,SV,D927,0,0,17033,0,0
3980,Giustenice,Liguria,,Savona,SV,E064,0,0,17027,0,0
3981,Giusvalla,Liguria,,Savona,SV,E066,0,0,17010,0,0
3982,Laigueglia,Liguria,,Savona,SV,E414,0,0,17053,0,0
3983,Loano,Liguria,,Savona,SV,E632,0,0,17025,0,0
3984,Magliolo,Liguria,,Savona,SV,E816,0,0,17020,0,0
3985,Mallare,Liguria,,Savona,SV,E860,0,0,17045,0,0
3986,Massimino,Liguria,,Savona,SV,F046,0,0,12071,0,0
3987,Millesimo,Liguria,,Savona,SV,F213,0,0,17017,0,0
3988,Mioglia,Liguria,,Savona,SV,F226,0,0,17040,0,0
3989,Murialdo,Liguria,,Savona,SV,F813,0,0,17013,0,0
3990,Nasino,Liguria,,Savona,SV,F847,0,0,17030,0,0
3991,Noli,Liguria,,Savona,SV,F926,0,0,17026,0,0
3992,Onzo,Liguria,,Savona,SV,G076,0,0,17037,0,0
3993,Orco Feglino,Liguria,,Savona,SV,D522,0,0,17024,0,0
3994,Ortovero,Liguria,,Savona,SV,G144,0,0,17037,0,0
3995,Osiglia,Liguria,,Savona,SV,G155,0,0,17010,0,0
3996,Pallare,Liguria,,Savona,SV,G281,0,0,17043,0,0
3997,Piana Crixia,Liguria,,Savona,SV,G542,0,0,17058,0,0
3998,Pietra Ligure,Liguria,,Savona,SV,G605,0,0,17027,0,0
3999,Plodio,Liguria,,Savona,SV,G741,0,0,17043,0,0
4000,Pontinvrea,Liguria,,Savona,SV,G866,0,0,17042,0,0
4001,Quiliano,Liguria,,Savona,SV,H126,0,0,17047,0,0
4002,Rialto,Liguria,,Savona,SV,H266,0,0,17020,0,0
4003,Roccavignale,Liguria,,Savona,SV,H452,0,0,17017,0,0
4004,Sassello,Liguria,,Savona,SV,I453,0,0,17046,0,0
4005,Savona,Liguria,,Savona,SV,I480,1,0,17100,0,0
4006,Spotorno,Liguria,,Savona,SV,I926,0,0,17028,0,0
